"Akperan Orshi College of Agriculture, Yandev, Gboko, Benue State"

"Audu Bako College of Agriculture, Danbatta, Kano State"
"Bauchi State College of Agriculture, Bauchi State"
"College of Agriculture and Animal Health, Bakura, Talata Mafara, Zamfara State"
"College of Agriculture and Animal Science, DAC-ABU, Mando, Kaduna State"
"College of Agriculture, Jalingo, Taraba State"

"College of Agriculture, DAC- ABU, Kabba, Kogi State"

"College of Agriculture, Zuru, Kebbi State"

"Edo State College of Agriculture, Iguoriakhi, Edo State"

"Federal College of Agriculture, Akure, Ondo State"
"Federal College of Agriculture, Moor Plantation, Ibadan, Oyo State"

"Federal College of Agriculture, Ishiagu, Ebonyi State."
"Federal College of Agricultural Produce Technology, Kano"
"Federal College of Animal Health & Production Technology, Ibadan,Oyo State"

"Federal College of Animal Health & Production Technology, Vom, Plateau State"
"Federal College of Fisheries & Marine Technology, Victoria Island, Lagos State"

"Federal College of Forestry, Jericho Hill, Ibadan, Oyo State"
"Federal College of Forestry, Jos, Plateau State"

"Federal College of Forestry Mechanisation Afaka, Kaduna State"
"Federal College of Forestry Resources Management, Fugar, Edo State"
"Federal College of Forestry Resources Management, Ishiagu, Ebonyi State"
"Federal College of Forestry Resources Management, Maiduguri, Borno State"
"Federal College of Freshwater Fisheries Technology, Baga,  Maiduguri, Borno State"
"Federal College of Freshwater Fisheries Technology, New Bussa, Niger State"
"Federal College of Horticultural Technology, Dadin Kowa, Gombe State"
"Federal College of Land Resources Technology, Kuru, Jos, Plateau State"
"Federal College of Land Resources Technology, Owerri, Imo State"
"Federal College of Wildlife Management, New Bussa, Niger State"
"Federal College of Veterinary and Medical Laboratory Technology, Vom"
"Mohammet Lawan College of Agriculture, Maiduguri, Borno State"
"Niger State College of Agriculture, Mokwa, Niger State"
"Plateau State College of Agriculture, Garkawa"
"Samaru College of Agriculture, DAC ABU, Zaria, Kaduna State"
"Usteem College of Agriculture, Osogbo, Osun state"


"Yobe State College of Agriculture, Gujba"

"Akanu Ibiam Federal Polytechnic Unwana,  Afikpo, Ebonyi State"
"Auchi Polytechnic, Auchi, Edo State"
"Federal Polytechnic Ado Ekiti, Ekiti State"
"Federal Polytechnic Bali, Taraba State"
"Federal Polytechnic Bauchi,  Bauchi State"
"Federal Polytechnic Bida,  Niger State"
"Federal Polytechnic Damaturu, Yobe State"
"Federal Polytechnic, Daura, Katsina State"
"Federal Polytechnic Ede, Osun State"
"Federal Polytechnic Ekowe, Bayelsa State"
"Federal Polytechnic Idah, Kogi State"
"Federal Polytechnic Ilaro, Ogun State"
"Federal Polytechnic Ile-Oluji, Ondo State"
"Federal Polytechnic Kaura Namoda, Zamfara State"
"Federal Polytechnic Kaltungo, Gombe State"
"Federal Polytechnic Mubi, Adamawa State"
"Federal Polytechnic Nasarawa, Nasarawa State"
"Federal Polytechnic Nekede, Owerri, Imo State"
"Federal Polytechnic Offa, Kwara State"
"Federal Polytechnic Oko, Anambra State"
"Federal Polytechnic of Oil and Gas Bonny, Rivers State"
"Federal Polytechnic Ukana, Akwa Ibom State"
"Hussaini Adamu Federal Polytechnic, Kazaure Jigawa State"
"Kaduna Polytechnic, Kaduna"
National Institute of Construction Technology Uromi
"Waziri Umaru Federal Polytechnic, Birnin Kebbi"
"Yaba College of Technology, Yaba, Lagos State"
"Federal Polytechnic Ayede, Oyo State"
"Federal Polytechnic Munguno, Borno State"
"Federal Polytechnic Níyak, Shendam, Plateau State"
"Federal Polytechnic Ohodo, Enugu State"
"Federal Polytechnic Ugep, Cross Rivers State"
"Federal Polytechnic Wannune, Benue State"
"Federal Polytechnic Orogun, Delta State"
"Federal Polytechnic Kabo, Kano State"
"Federal Polytechnic Umunnoechi, Abia State"
"Airforce Institute of Technology (AFIT),NAF Base Kaduna"
"Petroleum Training Institute Effurun, Effurun Delta State"
Nigerian Army Institute of Technology and Environmental Science (NAITES) Makurdi
"Nigerian College of Aviation Technology (NCAT), Sokoto Road, Zaria, Kaduna "
"Academy of Medical Health and Education,Umoukwu, Benue State"

"Adeyemi College of Technology, Ore Road, Ondo State"



"African College of Agriculture, Vocational and Technical Studies, Akure, Ondo State"
 


"Afrihub ICT Institute, Wuse II, Abuja"

"Akwa-Ibom State Polytechnic, Ikot Ekpene, Akwa Ibom State"


"Al-Muhibba Institute ICT and Entrepreneurship,  Kubawa, Abuja"
"Ambassador College, Festac Lagos"

"Ambassador College of Mgt. and Technology,Rumuokwurushi Port-hacourt"

"Aquatech Institute of Fisheries Management, Ibadan, Oyo state"
Arewa Paralegal Innovation ENT. Rimi Kaduna
"Asteven Renewable Energy Academy, Asese, Ogun State"
"Awgu College of Medical Sciences and Health Technology, Awgu, Enugu State"


"Benson Idahosa School of Basic & Applied Studies, Benin City, Edo State"
"Best Global Business and Financial School Kachia Road, Kaduna"
"Bonny Vocational Centre, Bonny Island, Rivers State"
"Buckingham Academy of Management and Technology, Ogidi, Anambra State"
"Business Education Examinations Council (BEEC, Ikoyi, Lagos State"
"Calvary Foundation Institute of Technology, Enugu, Enugu State"
"Calvary College of Technology, Ijoko, Ogun State"
"Central Institute of Business and Technology, Egba, Benin City"
"Centre for Creative Arts Education, Port-Harcourt, Rivers State"
"Certified Institute of Shipping of Nigeria (CISN), Lagos"
"Cherish Enterprise Institute, Batsari, Katsina State"
"CIFMAN Institute of Technology, Sabo, Yaba, Lagos"
"City Gate Institute of Innovation and Technology, Ibadan, Oyo State"
"City Institute of Management and Technology,"
" Idogbo Educational Cente, Nasarawa"""
"Clara School of Media & Performing Arts, Yenogoa, Bayelsa State"
"College of Banking and Finance, Ibadan"
"Complete Computers and Technology Institute, Benin City, Edo State"
"Comprehensive Institute of Management and Technology, Byazin, Kubwa, Abuja"
"Conarina Maririme Academy Oria, Abraka, Delta State"


"Dagama College of Applied Science Chikaji Road, MTD Sabon Gari Zaria"
"Dalewares Institute of Technolog, Surulere, Lagos State"
"Damson Institute of Management and Technology, Nyanya Karshi Road, FCT Abuja"

"Del-York Creative Academy, Ikoyi, Lagos State"
"Dialogue Computer Institute, Kaduna Study Centre, U/Dosa, Kaduna"
Dialogue Computer Institute Katsina Study Centre
"Digital Bridge Institute, Kano"
"Digital Bridge Institute, Lagos"
"Distinct Institute of Management and Technology, Osogbo, Osun State"




"Al-Hikma Polytechnic Karu, Nasarawa State"
"Allover Central Polytechnic, Sango Ota, Ogun State"
"Ajayi Polytechnic, Ikere Ekiti, Ekiti State"
"Ashi Polytechnic, Anyiin, Benue State"
"Best Solution Polytechnic, Akure, Ondo State"
"Bellarks Polytechnic, Kwale Delta State"
"Brainfill Polytechnic, Ikot Ekpene, Akwa Ibom State"
"British Transatlantic Polytechnic, Igoba, Akure, Ondo State"
"Bolmor Polytechnic,  Dugbe, Ibadan, Oyo State"
"Calvary Polytechnic, Owa-Oyibu, Delta State"
"Citi Polytechnic, Dutse Alhaji ,FCT Abuja"
Coastal Polytechnic Apapa Lagos
"Covenant Polytechnic, Abayi, Aba, Abia State"
"Crown Polytechnic, Ado-Ekiti, Ekiti State"
"Distinct Polytechnic Ekosin, Odo Otin, Osun State"
"Dorben Polytechnic, Garki, Bwari, Abuja"
"Eastern Polytechnic Port Harcourt, Rivers State"
"Enville Polytechnic Ikeja, Ikeja, Lagos ; Owu-Iganke, Epe LGA, Lagos State"
"Fidei Polytechnic, Gboko, Benue State"
"Foundation Polytechnic, Ikot Idem, Ikot Ekpene, Akwa Ibom State"
"Gboko Polytechnic, Gboko, Gboko, Benue State"
"Global Polytechnic, Akure,Ondo State"
"Gloryland Polytechnic, Ankpa, Kogi State"
"Grace Polytechnic, Surulere, Lagos State"
"Graceland Polytechnic, Offa, Kwara State"
"Grundtvig Polytechnic,Oba, Anambra State"
"Harry Pass Polytechnic, Mkar Gboko, Benue State"
"Harvard Polytechnic,  Agbabiaka, Ilorin,  Kwara State"
"Heritage Polytechnic, Ikot Udota, Eket, Akwa Ibom State"
"Hope Polytechnic, Ndon Utibe, Ediene Atai, Akwa Ibom State"
"Ibadan City Polytechnic, Ibadan, Oyo State"
"Ibom Metropolitan Polytechnic, Uyo, Akwa Ibom State"
"I-CON Universal Polytechnic Osogbo, Osun State"
"Igbajo Polytechnic, Igbajo, Osun State"
"Ihechukwu Madubuike Institute of Technology, Isuochi, Abia State"
"Inspire Polytechnic, Egbeda, Lagos State"
"Iwo City Polytechnic, Iwo, Osun State"
"Kalac Christal Polytechnic, Lekki, Lagos State"
"Kanmi Alo Interlink Polytechnic, Ijebu-Jesa, Osun State"
"Kings Polytechnic, Ubiaja,Edo State"
"Landmark Polytechnic,  Ota, Ogun State"
"Lagos City Polytechnic, Ikeja, Lagos State"
"Lens Polytechnic, Offa, Kwara State"
"Lighthouse Polytechnic, Benin City, Edo State"
"Marist Polytechnic, Umuchigbo, Iji-Nike,Emene, Enugu State"
"Mater Dei Polytechnic, Ugwuoba Town,Oji River LGA,Enugu State"
"Nacabs Polytechnic, Akwanga,  Nasarawa State"
"New Land Polytechnic, Idofian, Kwara State"
"Nogak Polytechnic, Ikom, Cross Rivers State"
"Novelty Polytechnic Kishi, Kishi, Oyo State"
"Oduduwa Polytechnic, Idumu, Lagos State"
"Our Saviour Institute of Science, Agriculture & Technology, Enugu State"
"Paramount Polytechnic, Ekigbo, Lagos State"
"Prime Polytechnic, Jida Bassa, Ajaokuta,Kogi State"
"Redeemers College of Technology and Management (RECTEM), Mowe, Ogun State"
"Ronik Polytechnic, Ejigbo, Ikeja, Lagos State"
"Saf Polytechnic,Iseyin, Oyo State"
"Savanah Institute of Technology, Abakaliki, Ebonyi State"
"Shaka Polytechnic, Benin City, Edo State"
"Speedway Polytechnic,Osoba Ojudu, Ogun State"
"St. Mary Polytechnic, Kwamba, Suleja, Niger State"
"Stars Polytechnic,Ota LGA,Ogun State"
"Southern Atlantic Polytechnic,Uyo Akwa Ibom State"
"Sure Foundation Polytechnic, Ikot Akai,Akwa Ibom State"
"Teedek Polytechnic, Ilogbo-Ekiti, Ekiti State"
"Temple Gate Polytechnic, Abayi, Osisioma, Aba, Abia State"
"The Polytechnic Aran-Orin, Otun-Ekili Road, Aran-Orin, Kwara State"
"The Polytechnic, Igbo-Owu, Kwara State"
"The Polytechnic, Ile Ife, Osun State"
"The Polytechnic Iresi,  Osun State"
"The Polytechnic Ojoku, Kwara State"
"The Polytechnic, Omuo-Ekiti, Ekiti State"
"The Polytechnic Otada Adoka, Benue State"
"Timeon Kairos Polytechnic Lagos, Abule Egba Lagos"
"Tower Polytechnic, Ibadan,Dugbe, Ibadan, Oyo state"
"Trinity Polytechnic Uyo,Akwa Ibom State "
"Ultra Excellence College of Tech Uyo, Akwa Ibom State"
"United Polytechnic Gamajigo,Jos, Plateau State"
"Uma Ukpai Polytechnic, Asaga Ohafia, Abia State"
"Uyo City Polytechnic, Uyo, Akwa Ibom State"
"Valley View Polytechnic, Ohafia, Abia State"
"Villanova Polytechnic, Imesi-Ile, Osun State"
"West Land Polytechnic, Ilobu, Osun State"
"Wolex Polytechnic, Iwo, Osun State"
"Al-Ma√°rif College of Health Sciences & Technology Potiskum, Yobe State"
"Aminu Dabo College of Health Sciences & Technology, Kano State"
"Babalola Academy College of Health Technology,Asa-Dam Area Ilorin, Kwara state"
"Bartholomew College of Health Technology Shao, Kwara State"
"Centinery College of Health Technology, Emohua, Port Harcourt"
"College of Health and Technology, Ile-Ife, Osun State"
"Dagamas College of Health Science and Technology, Sabon Gari Zaria, Kaduna State"
"De-Potter College of Health Technology Oru, Ijebu-Igbo Road, Ogun State"
"Emirates College of Health Science and Technology, Kano,Kano State"
"Ezzangbo College of Health Technology, Ebonyi State"
"Ezeala College of Nursing Science, Umuseke Njaba LGA, Imo State"
"Eucaristic Heart College of Health Technology, Orba, Nsukka, Enugu State"
"Fabotas College of Health Science and Technology, Ado Ekiti, Ekiti State"
"Malikiya College of Health and Social Sciences, Old GRA, Bauchi, Bauchi State"
"Millenium College of Health Technology, Akure, Ondo State"
"Nazareth Institute of Health Science & Technology, Makurdi"
"New Gate College of Health Science & Technology, Minna, Niger State"
"NKST College of Health Technology, Mkar, Gboko, Benue State"
"Ondo College of Health Science and Technology, Ondo, Ondo State"
"Peaceland College of Health Sciences and Technology, Enugu, Enugu State"
"Pogil College Of Health Technology,  Oke-Eri, via Ijebu-Ode, Ogun State"
